id,level,level_name.local,level_name.en,name.local,name.en,name.slug,code.id,code.iso,parent.id,parent.name.local,parent.name.en,children_count.region,children_count.cercle,children_count.arrondissement,children_count.commune,zip_codes,geo.lat,geo.lon
ML0406,2,Cercle,Circle,Dioro,Dioro,dioro-ml0406,ML0406,,ML04,Segou,Segou,,,3,4,,13.689,-5.831
ML0407,2,Cercle,Circle,Farako,Farako,farako-ml0407,ML0407,,ML04,Segou,Segou,,,2,7,,14.943,-6.791
ML0408,2,Cercle,Circle,Nampala,Nampala,nampala-ml0408,ML0408,,ML04,Segou,Segou,,,4,4,,15.281,-5.555
ML0409,2,Cercle,Circle,Sokolo,Sokolo,sokolo-ml0409,ML0409,,ML04,Segou,Segou,,,3,3,,14.733,-6.122
ML0410,2,Cercle,Circle,Markala,Markala,markala-ml0410,ML0410,,ML04,Segou,Segou,,,3,6,,13.816,-5.358
ML0411,2,Cercle,Circle,Sarro,Sarro,sarro-ml0411,ML0411,,ML04,Segou,Segou,,,2,4,,13.721,-5.239
ML05,1,Région,Region,Mopti,Mopti,mopti-ml05,ML05,,,,,,8,34,50,,14.484,-4.183
ML0501,2,Cercle,Circle,Mopti,Mopti,mopti-ml0501,ML0501,,ML05,Mopti,Mopti,,,7,12,,14.484,-4.183
ML0502,2,Cercle,Circle,Djenné,Djenne,djenne-ml0502,ML0502,,ML05,Mopti,Mopti,,,5,11,,13.906,-4.553
ML0503,2,Cercle,Circle,Ténenkou,Tenenkou,tenenkou-ml0503,ML0503,,ML05,Mopti,Mopti,,,4,8,,14.457,-4.917
ML0504,2,Cercle,Circle,Youwarou,Youwarou,youwarou-ml0504,ML0504,,ML05,Mopti,Mopti,,,6,7,,15.368,-4.263
ML0505,2,Cercle,Circle,Konna,Konna,konna-ml0505,ML0505,,ML05,Mopti,Mopti,,,3,3,,14.944,-3.89
ML0506,2,Cercle,Circle,Korientzé,Korientze,korientze-ml0506,ML0506,,ML05,Mopti,Mopti,,,4,4,,15.394,-3.782
ML0507,2,Cercle,Circle,Sofara,Sofara,sofara-ml0507,ML0507,,ML05,Mopti,Mopti,,,2,2,,14.017,-4.233
ML0508,2,Cercle,Circle,Toguéré-Coumbé,Togueré-Coumbé,toguer-coumb-ml0508,ML0508,,ML05,Mopti,Mopti,,,3,3,,14.917,-4.6
ML06,1,Région,Region,Tombouctou,Timbuktu,timbuktu-ml06,ML06,,,,,,13,30,47,,16.773,-3.007
ML0601,2,Cercle,Circle,Tombouctou,Timbuktu,timbuktu-ml0601,ML0601,,ML06,Tombouctou,Timbuktu,,,3,4,,16.773,-3.007
ML0602,2,Cercle,Circle,Goundam,Goundam,goundam-ml0602,ML0602,,ML06,Tombouctou,Timbuktu,,,3,7,,16.415,-3.671
ML0603,2,Cercle,Circle,Diré,Dire,dire-ml0603,ML0603,,ML06,Tombouctou,Timbuktu,,,4,13,,16.257,-3.401
ML0604,2,Cercle,Circle,Soumpi,Soumpi,soumpi-ml0604,ML0604,,ML06,Tombouctou,Timbuktu,,,0,0,,15.844,-4.325
ML0605,2,Cercle,Circle,Rharous,Rharous,rharous-ml0605,ML0605,,ML06,Tombouctou,Timbuktu,,,0,0,,16.883,-1.923
ML0606,2,Cercle,Circle,Bintagoungou,Bintagoungou,bintagoungou-ml0606,ML0606,,ML06,Tombouctou,Timbuktu,,,2,4,,16.735,-3.735
ML0607,2,Cercle,Circle,Saraféré,Sarafere,sarafere-ml0607,ML0607,,ML06,Tombouctou,Timbuktu,,,4,4,,15.824,-3.694
ML0608,2,Cercle,Circle,Bambara-Maoudé,Bambara-Maoude,bambara-maoude-ml0608,ML0608,,ML06,Tombouctou,Timbuktu,,,3,3,,15.851,-2.786
ML0609,2,Cercle,Circle,Léré,Lere,lere-ml0609,ML0609,,ML06,Tombouctou,Timbuktu,,,2,2,,15.712,-4.912
ML0610,2,Cercle,Circle,Gossi,Gossi,gossi-ml0610,ML0610,,ML06,Tombouctou,Timbuktu,,,2,2,,15.82,-1.291
ML0611,2,Cercle,Circle,Tonka,Tonka,tonka-ml0611,ML0611,,ML06,Tombouctou,Timbuktu,,,2,2,,16.129,-3.748
ML0612,2,Cercle,Circle,Ber,Ber,ber-ml0612,ML0612,,ML06,Tombouctou,Timbuktu,,,2,2,,16.835,-2.532
ML0613,2,Cercle,Circle,Gargando,Gargando,gargando-ml0613,ML0613,,ML06,Tombouctou,Timbuktu,,,3,4,,16.463,-4.173
ML07,1,Région,Region,Gao,Gao,gao-ml07,ML07,,,,,,16,37,40,,16.272,-0.045
ML0701,2,Cercle,Circle,Gao,Gao,gao-ml0701,ML0701,,ML07,Gao,Gao,,,2,2,,16.272,-0.045
ML0702,2,Cercle,Circle,Bourem,Bourem,bourem-ml0702,ML0702,,ML07,Gao,Gao,,,2,2,,16.955,-0.349
ML0703,2,Cercle,Circle,Ansongo,Ansongo,ansongo-ml0703,ML0703,,ML07,Gao,Gao,,,2,4,,15.66,0.502
ML0704,2,Cercle,Circle,Almoustrat,Almoustrat,almoustrat-ml0704,ML0704,,ML07,Gao,Gao,,,3,4,,17.358,0.15
ML0705,2,Cercle,Circle,Bamba,Bamba,bamba-ml0705,ML0705,,ML07,Gao,Gao,,,2,2,,17.034,-1.404
ML0706,2,Cercle,Circle,Ouattagouna,Ouattagouna,ouattagouna-ml0706,ML0706,,ML07,Gao,Gao,,,3,3,,15.182,0.722
ML0707,2,Cercle,Circle,Sony Aliber,Sony Aliber,sony-aliber-ml0707,ML0707,,ML07,Gao,Gao,,,0,0,,16.507,-0.074
ML0708,2,Cercle,Circle,Djebock,Djebock,djebock-ml0708,ML0708,,ML07,Gao,Gao,,,3,3,,16.343,0.278
ML0709,2,Cercle,Circle,Talataye,Talataye,talataye-ml0709,ML0709,,ML07,Gao,Gao,,,2,2,,16.531,1.516
ML0710,2,Cercle,Circle,Téssit,Tessit,tessit-ml0710,ML0710,,ML07,Gao,Gao,,,4,4,,15.217,-0.3
ML0711,2,Cercle,Circle,N'tillit,Ntillit,ntillit-ml0711,ML0711,,ML07,Gao,Gao,,,2,2,,16.272,-0.045
ML0712,2,Cercle,Circle,Gabéro,Gabero,gabero-ml0712,ML0712,,ML07,Gao,Gao,,,0,0,,15.895,0.192
ML0713,2,Cercle,Circle,Ersane,Ersane,ersane-ml0713,ML0713,,ML07,Gao,Gao,,,2,2,,16.959,1.808
ML0714,2,Cercle,Circle,Tabankort,Tabankort,tabankort-ml0714,ML0714,,ML07,Gao,Gao,,,4,4,,17.82,0.314
ML0715,2,Cercle,Circle,Tin-Aouker,Tin-Aouker,tin-aouker-ml0715,ML0715,,ML07,Gao,Gao,,,2,2,,13.071,-6.835
ML0716,2,Cercle,Circle,Kassambéré,Kassambere,kassambere-ml0716,ML0716,,ML07,Gao,Gao,,,4,4,,16.272,-0.045
ML08,1,Région,Region,Kidal,Kidal,kidal-ml08,ML08,,,,,,9,29,30,,18.461,1.385
ML0801,2,Cercle,Circle,Kidal,Kidal,kidal-ml0801,ML0801,,ML08,Kidal,Kidal,,,3,3,,18.461,1.385
ML0802,2,Cercle,Circle,AbeÏbara,Abelbara,abelbara-ml0802,ML0802,,ML08,Kidal,Kidal,,,3,3,,19.29,1.83
ML0803,2,Cercle,Circle,Tin-Essako,Tin-Essako,tin-essako-ml0803,ML0803,,ML08,Kidal,Kidal,,,3,4,,18.451,2.49
ML0804,2,Cercle,Circle,Tessalit,Tessalit,tessalit-ml0804,ML0804,,ML08,Kidal,Kidal,,,4,4,,20.271,0.697
ML0805,2,Cercle,Circle,Achibogho,Achibogho,achibogho-ml0805,ML0805,,ML08,Kidal,Kidal,,,3,3,,18.461,1.385
ML0806,2,Cercle,Circle,Anéfif,Anefi,anefi-ml0806,ML0806,,ML08,Kidal,Kidal,,,3,3,,18.007,-0.532
ML0807,2,Cercle,Circle,Timétrine,Timetrine,timetrine-ml0807,ML0807,,ML08,Kidal,Kidal,,,3,3,,19.333,-0.582
ML0808,2,Cercle,Circle,Aguel-Hoc,Aguelhoc,aguelhoc-ml0808,ML0808,,ML08,Kidal,Kidal,,,3,3,,19.454,0.856
ML0809,2,Cercle,Circle,Takalote,Takalote,takalote-ml0809,ML0809,,ML08,Kidal,Kidal,,,4,4,,18.461,1.385
ML09,1,Région,Region,Taoudenni,Taoudenni,taoudenni-ml09,ML09,,,,,,6,30,30,,22.677,-3.979
ML0901,2,Cercle,Circle,Taoudenni,Taoudenni,taoudenni-ml0901,ML0901,,ML09,Taoudenni,Taoudenni,,,4,4,,22.677,-3.979
ML0902,2,Cercle,Circle,Araouane,Araouane,araouane-ml0902,ML0902,,ML09,Taoudenni,Taoudenni,,,5,5,,18.905,-3.526
ML0903,2,Cercle,Circle,Foum-Elba,Foum-Elba,foum-elba-ml0903,ML0903,,ML09,Taoudenni,Taoudenni,,,5,5,,22.677,-3.979
ML0904,2,Cercle,Circle,Boû-Djebeha,Bou-Djebeha,bou-djebeha-ml0904,ML0904,,ML09,Taoudenni,Taoudenni,,,5,5,,22.677,-3.979
ML0905,2,Cercle,Circle,Al-Ourche,Al-Ourche,al-ourche-ml0905,ML0905,,ML09,Taoudenni,Taoudenni,,,6,6,,22.677,-3.979
ML0906,2,Cercle,Circle,Achouratt,Achouratt,achouratt-ml0906,ML0906,,ML09,Taoudenni,Taoudenni,,,5,5,,22.677,-3.979
ML10,1,Région,Region,Ménaka,Ménaka,mnaka-ml10,ML10,,,,,,6,18,27,,15.92,2.396
ML1001,2,Cercle,Circle,Ménaka,Menaka,menaka-ml1001,ML1001,,ML10,Ménaka,Ménaka,,,4,9,,15.92,2.396
ML1002,2,Cercle,Circle,Tidermène,Tidermene,tidermene-ml1002,ML1002,,ML10,Ménaka,Ménaka,,,3,5,,16.592,2.415
ML1003,2,Cercle,Circle,Inékar,Inekar,inekar-ml1003,ML1003,,ML10,Ménaka,Ménaka,,,3,3,,15.959,3.141
ML1004,2,Cercle,Circle,Andéramboukane,Anderamboukane,anderamboukane-ml1004,ML1004,,ML10,Ménaka,Ménaka,,,3,5,,15.422,3.022
ML1005,2,Cercle,Circle,Anouzagrène,Anouzagrene,anouzagrene-ml1005,ML1005,,ML10,Ménaka,Ménaka,,,2,2,,15.537,2.497
ML1006,2,Cercle,Circle,Inlamawane (Fanfi),Inlamawane (Fanfi),inlamawane-fanfi-ml1006,ML1006,,ML10,Ménaka,Ménaka,,,3,3,,15.92,2.396
ML11,1,Région,Region,Nioro,Nioro,nioro-ml11,ML11,,,,,,6,4,10,,15.231,-9.594
ML1101,2,Cercle,Circle,Nioro,Nioro,nioro-ml1101,ML1101,,ML11,Nioro,Nioro,,,4,10,,15.231,-9.594
ML1102,2,Cercle,Circle,Diema,Diema,diema-ml1102,ML1102,,ML11,Nioro,Nioro,,,0,0,,14.54,-9.192
ML1103,2,Cercle,Circle,Diangounte Camara,Diangounte Camara,diangounte-camara-ml1103,ML1103,,ML11,Nioro,Nioro,,,0,0,,14.545,-9.514
ML1104,2,Cercle,Circle,Sandare,Sandare,sandare-ml1104,ML1104,,ML11,Nioro,Nioro,,,0,0,,14.704,-10.306
ML1105,2,Cercle,Circle,Troungoumbe,Troungoumbe,troungoumbe-ml1105,ML1105,,ML11,Nioro,Nioro,,,0,0,,14.763,-9.964
ML1106,2,Cercle,Circle,Bema,Bema,bema-ml1106,ML1106,,ML11,Nioro,Nioro,,,0,0,,15.733,-4.193
ML12,1,Région,Region,Kita,Kita,kita-ml12,ML12,,,,,,6,14,33,,13.039,-9.488
ML1201,2,Cercle,Circle,Kita,Kita,kita-ml1201,ML1201,,ML12,Kita,Kita,,,2,11,,13.039,-9.488
ML1202,2,Cercle,Circle,Sagabari,Sagabari,sagabari-ml1202,ML1202,,ML12,Kita,Kita,,,4,6,,12.583,-9.8
ML1203,2,Cercle,Circle,Sébékoro,Sebekoro,sebekoro-ml1203,ML1203,,ML12,Kita,Kita,,,2,4,,14.461,-9.131
ML1204,2,Cercle,Circle,Toukoto,Toukoto,toukoto-ml1204,ML1204,,ML12,Kita,Kita,,,2,3,,15.065,-9.981
ML1205,2,Cercle,Circle,Séféto,Sefeto,sefeto-ml1205,ML1205,,ML12,Kita,Kita,,,2,6,,14.14,-9.827
ML1206,2,Cercle,Circle,Sirakoro,Sirakoro,sirakoro-ml1206,ML1206,,ML12,Kita,Kita,,,2,3,,12.765,-8.017
ML13,1,Région,Region,Dioïla,Dioïla,diola-ml13,ML13,,,,,,6,13,23,,12.487,-6.803
ML1301,2,Cercle,Circle,Dioïla,Dioila,dioila-ml1301,ML1301,,ML13,Dioïla,Dioïla,,,2,6,,12.487,-6.803
ML1302,2,Cercle,Circle,Banco,Banco,banco-ml1302,ML1302,,ML13,Dioïla,Dioïla,,,2,2,,12.099,-6.524
ML1303,2,Cercle,Circle,Béléko,Beleko,beleko-ml1303,ML1303,,ML13,Dioïla,Dioïla,,,2,4,,14.586,-7.631
ML1304,2,Cercle,Circle,Fana,Fana,fana-ml1304,ML1304,,ML13,Dioïla,Dioïla,,,3,7,,12.779,-6.956
ML1305,2,Cercle,Circle,Massigui,Massigui,massigui-ml1305,ML1305,,ML13,Dioïla,Dioïla,,,2,2,,11.859,-6.771
ML1306,2,Cercle,Circle,Ména,Mena,mena-ml1306,ML1306,,ML13,Dioïla,Dioïla,,,2,2,,12.217,-6.204
ML14,1,Région,Region,Nara,Nara,nara-ml14,ML14,,,,,,6,12,14,,15.169,-7.29
ML1401,2,Cercle,Circle,Nara,Nara,nara-ml1401,ML1401,,ML14,Nara,Nara,,,2,3,,15.169,-7.29
ML1402,2,Cercle,Circle,Ballé,Balle,balle-ml1402,ML1402,,ML14,Nara,Nara,,,2,3,,15.34,-8.587
ML1403,2,Cercle,Circle,Dilly,Dilly,dilly-ml1403,ML1403,,ML14,Nara,Nara,,,2,2,,14.999,-7.669
ML1404,2,Cercle,Circle,Mourdiah,Mourdiah,mourdiah-ml1404,ML1404,,ML14,Nara,Nara,,,2,2,,14.473,-7.467
ML1405,2,Cercle,Circle,Guiré,Guire,guire-ml1405,ML1405,,ML14,Nara,Nara,,,2,2,,14.643,-6.691
ML1406,2,Cercle,Circle,Fallou,Fallou,fallou-ml1406,ML1406,,ML14,Nara,Nara,,,2,2,,15.521,-4.362
ML15,1,Région,Region,Bougouni,Bougouni,bougouni-ml15,ML15,,,,,,10,22,41,,16.741,-2.507
ML1501,2,Cercle,Circle,Bougouni,Bougouni,bougouni-ml1501,ML1501,,ML15,Bougouni,Bougouni,,,4,13,,16.741,-2.507
ML1502,2,Cercle,Circle,Yanfolila,Yanfolila,yanfolila-ml1502,ML1502,,ML15,Bougouni,Bougouni,,,7,9,,11.183,-8.15
ML1503,2,Cercle,Circle,Kolondièba,Kolondieba,kolondieba-ml1503,ML1503,,ML15,Bougouni,Bougouni,,,0,0,,11.089,-6.893
ML1504,2,Cercle,Circle,Garalo,Garalo,garalo-ml1504,ML1504,,ML15,Bougouni,Bougouni,,,2,6,,11,-7.433
ML1505,2,Cercle,Circle,Koumantou,Koumantou,koumantou-ml1505,ML1505,,ML15,Bougouni,Bougouni,,,2,5,,11.406,-6.85
ML1506,2,Cercle,Circle,Sélingué,Selingue,selingue-ml1506,ML1506,,ML15,Bougouni,Bougouni,,,0,0,,11.617,-8.233
ML1507,2,Cercle,Circle,Ouelessebougou,Ouelessebougou,ouelessebougou-ml1507,ML1507,,ML15,Bougouni,Bougouni,,,0,0,,11.992,-7.909
ML1508,2,Cercle,Circle,Kadiana,Kadiana,kadiana-ml1508,ML1508,,ML15,Bougouni,Bougouni,,,3,3,,10.75,-6.5
ML1509,2,Cercle,Circle,Fakola,Fakola,fakola-ml1509,ML1509,,ML15,Bougouni,Bougouni,,,2,3,,10.533,-6.917
ML1510,2,Cercle,Circle,Dogo,Dogo,dogo-ml1510,ML1510,,ML15,Bougouni,Bougouni,,,2,2,,15.169,-4.431
ML16,1,Région,Region,Koutiala,Koutiala,koutiala-ml16,ML16,,,,,,8,22,46,,13.026,-5.523
ML1601,2,Cercle,Circle,Koutiala,Koutiala,koutiala-ml1601,ML1601,,ML16,Koutiala,Koutiala,,,3,12,,13.026,-5.523
ML1602,2,Cercle,Circle,Yorosso,Yorosso,yorosso-ml1602,ML1602,,ML16,Koutiala,Koutiala,,,3,7,,12.358,-4.777
ML1603,2,Cercle,Circle,M’Péssoba,M’Pessoba,mpessoba-ml1603,ML1603,,ML16,Koutiala,Koutiala,,,3,8,,12.665,-5.721
ML1604,2,Cercle,Circle,Molobala,Molobala,molobala-ml1604,ML1604,,ML16,Koutiala,Koutiala,,,3,5,,12.177,-5.333
ML1605,2,Cercle,Circle,Koury,Koury,koury-ml1605,ML1605,,ML16,Koutiala,Koutiala,,,2,2,,12.181,-4.802
ML1606,2,Cercle,Circle,Konséguéla,Konseguel a,konseguel-a-ml1606,ML1606,,ML16,Koutiala,Koutiala,,,3,3,,12.409,-5.877
ML1607,2,Cercle,Circle,Kouniana,Kouniana,kouniana-ml1607,ML1607,,ML16,Koutiala,Koutiala,,,3,6,,12.568,-5.126
ML1608,2,Cercle,Circle,Zangasso,Zangasso,zangasso-ml1608,ML1608,,ML16,Koutiala,Koutiala,,,2,3,,11.58,-6.027
ML17,1,Région,Region,San,San,san-ml17,ML17,,,,,,7,17,42,,13.297,-4.896
ML1701,2,Cercle,Circle,San,San,san-ml1701,ML1701,,ML17,San,San,,,2,9,,13.297,-4.896
ML1702,2,Cercle,Circle,Tominian,Tominian,tominian-ml1702,ML1702,,ML17,San,San,,,3,5,,13.287,-4.593
ML1703,2,Cercle,Circle,Kimparana,Kimparana,kimparana-ml1703,ML1703,,ML17,San,San,,,3,10,,12.835,-4.924
ML1704,2,Cercle,Circle,Yangasso,Yangasso,yangasso-ml1704,ML1704,,ML17,San,San,,,3,8,,13.073,-5.321
ML1705,2,Cercle,Circle,Fangasso,Fangasso,fangasso-ml1705,ML1705,,ML17,San,San,,,2,3,,13.529,-4.446
ML1706,2,Cercle,Circle,Mandiakuy,Mandiakuy,mandiakuy-ml1706,ML1706,,ML17,San,San,,,2,4,,13.021,-4.463
ML1707,2,Cercle,Circle,Sy,Sy,sy-ml1707,ML1707,,ML17,San,San,,,2,3,,13.601,-4.976
ML18,1,Région,Region,Douentza,Douentza,douentza-ml18,ML18,,,,,,6,15,21,,15.006,-2.952
ML1801,2,Cercle,Circle,Douentza,Douentza,douentza-ml1801,ML1801,,ML18,Douentza,Douentza,,,4,10,,15.006,-2.952
ML1802,2,Cercle,Circle,Boré,Bore,bore-ml1802,ML1802,,ML18,Douentza,Douentza,,,3,3,,15.133,-3.483
ML1803,2,Cercle,Circle,Hombori,Hombori,hombori-ml1803,ML1803,,ML18,Douentza,Douentza,,,2,2,,15.279,-1.7
ML1804,2,Cercle,Circle,Ngouna,Ngouna,ngouna-ml1804,ML1804,,ML18,Douentza,Douentza,,,0,0,,13.633,-7.367
ML1805,2,Cercle,Circle,Mondoro,Mondoro,mondoro-ml1805,ML1805,,ML18,Douentza,Douentza,,,3,3,,14.676,-1.951
ML1806,2,Cercle,Circle,Boni,Boni,boni-ml1806,ML1806,,ML18,Douentza,Douentza,,,3,3,,15.077,-2.22
ML19,1,Région,Region,Bandiagara,Bandiagara,bandiagara-ml19,ML19,,,,,,9,28,48,,14.35,-3.61
ML1901,2,Cercle,Circle,Bandiagara,Bandiagara,bandiagara-ml1901,ML1901,,ML19,Bandiagara,Bandiagara,,,4,10,,14.35,-3.61
ML1902,2,Cercle,Circle,Koro,Koro,koro-ml1902,ML1902,,ML19,Bandiagara,Bandiagara,,,8,16,,14.627,-7.984
ML1903,2,Cercle,Circle,Bankass,Bankass,bankass-ml1903,ML1903,,ML19,Bandiagara,Bandiagara,,,3,4,,14.078,-3.516
ML1904,2,Cercle,Circle,Kendie,Kendie,kendie-ml1904,ML1904,,ML19,Bandiagara,Bandiagara,,,0,0,,14.676,-3.51
ML1905,2,Cercle,Circle,Ningari,Ningari,ningari-ml1905,ML1905,,ML19,Bandiagara,Bandiagara,,,2,4,,14.662,-3.274
ML1906,2,Cercle,Circle,Diallassagou,Diallassagou,diallassagou-ml1906,ML1906,,ML19,Bandiagara,Bandiagara,,,2,5,,13.738,-3.626
ML1907,2,Cercle,Circle,Sangha,Sangha,sangha-ml1907,ML1907,,ML19,Bandiagara,Bandiagara,,,2,2,,14.468,-3.306
ML1908,2,Cercle,Circle,Kani,Kani,kani-ml1908,ML1908,,ML19,Bandiagara,Bandiagara,,,4,4,,12.247,-5.175
ML1909,2,Cercle,Circle,Sokoura,Sokoura,sokoura-ml1909,ML1909,,ML19,Bandiagara,Bandiagara,,,3,3,,15.704,-4.108
ML20,1,Région,Region,Bamako,Bamako,bamako-ml20,ML20,,,,,,1,0,0,,14.583,-4.417
ML2001,2,Cercle,Circle,Bamako,Bamako,bamako-ml2001,ML2001,,ML20,Bamako,Bamako,,,0,0,,14.583,-4.417
